,name,longitude,latitude
770,ST PHILIP LUTHERAN CHURCH KINDERGARTEN,114.0008,22.4541
771,ST ROSE OF LIMA'S KINDERGARTEN,114.1751,22.3265
772,ST STEPHEN'S CATHOLIC KINDERGARTEN,114.1446,22.2839
773,ST STEPHEN'S CHURCH PRI SCH & KG,114.1381,22.2848
774,ST STEPHEN'S GIRLS' COLLEGE KINDERGARTEN,114.1446,22.2839
775,ST TERESA'S KINDERGARTEN,114.2136,22.2185
776,ST THOMAS' CATHOLIC KINDERGARTEN,114.0013,22.4497
777,ST THOMAS' CHURCH KINDERGARTEN,114.1654,22.3319
778,ST VINCENT DE PAUL NURSERY SCHOOL,114.1982,22.2892
779,ST. CATHERINE'S KG (HARBOUR PLACE),114.1862,22.3023
780,ST. GAVRIEL KINDERGARTEN,114.0688,22.4338
781,ST. HILARY'S KINDERGARTEN,114.1395,22.2844
782,ST. HILARY'S KINDERGARTEN (HUNG HOM),114.1395,22.2844
783,ST. JEROME'S CATHOLIC KINDERGARTEN,114.0013,22.4497
784,ST. PAUL'S CATHOLIC DAY NURSERY (TAI WAI,114.0302,22.2054
785,ST. PAUL'S CHURCH KG (NORTH POINT),114.1553,22.2795
786,STAFFORD ENGLISH KINDERGARTEN,114.1782,22.3322
787,STAR OF THE SEA CATHOLIC KINDERGARTEN,114.2336,22.2646
788,STEWARDS POOI CHUN KINDERGARTEN,114.2138,22.383
789,STEWARDS POOI YAN KINDERGARTEN,114.2138,22.383
790,STFA LEUNG LEE SAU YU (SHATIN) KG,114.2269,22.276
791,STFA TM LEUNG LEE SAU YU KINDERGARTEN,114.2269,22.276
792,SUEN MEI KINDERGARTEN,114.0013,22.4497
793,SUN ISLAND ENGLISH KG (BELCHER BRANCH),114.181,22.372
794,SUN ISLAND ENGLISH KG (KWAI HING BRANCH),114.181,22.372
795,SUN ISLAND ENGLISH KG (KWAI KING BRANCH),114.181,22.372
796,SUN ISLAND ENGLISH KG (LOK MAN),114.181,22.372
797,SUN ISLAND ENGLISH KG (SAI KUNG),114.181,22.372
798,SUN ISLAND ENGLISH KG (YUEN LONG BRANCH),114.181,22.372
799,SUN ISLAND ENGLISH KINDERGARTEN,114.181,22.372
800,SUN ISLAND KG (METRO HARBOUR BRAN),114.1616,22.3244
801,SUN ISLAND KINDERGARTEN (TUNG CHUNG BR),113.9397,22.2788
802,SUNG KEI KINDERGARTEN,114.1905,22.3135
803,SUNKIDS KINDERGARTEN,114.165,22.3132
804,SUNSHINE HOUSE INT'L PRE-SCH (CB),114.2297,22.4252
805,SUNSHINE HOUSE INTL PRE-SCH (TUNG CHUNG),114.2297,22.4252
806,SUNSHINE HOUSE INTL PRE-SCHOOL (CHI FU),114.2297,22.4252
807,SWINDON KINDERGARTEN,114.165,22.3132
808,TACK CHING KINDERGARTEN,114.1613,22.3336
809,TAI PING KINDERGARTEN,114.1266,22.4979
810,TAI PO BAPTIST KG TIN CHAK ESTATE BRANCH,113.9978,22.4671
811,TAI PO BAPTIST KG WAN TAU TONG ESTATE BR,114.166,22.4421
812,TAI PO BAPTIST KINDERGARTEN,114.1822,22.337
813,TAI PO CATHOLIC KINDERGARTEN,114.0013,22.4497
814,TAI PO MERCHANTS ASSOCIATION KG,114.1645,22.448
815,TAI PO METHODIST KINDERGARTEN,114.1749,22.4562
816,TAI PO RHENISH CHURCH KINDERGARTEN,114.1649,22.4517
817,TAI TUNG SUN CHUEN ST TERESA KG,113.9722,22.4017
818,TAK SUN PRIVATE KINDERGARTEN,114.1613,22.3336
819,TALENT KINDERGARTEN,114.0057,22.4589
820,TANPOPO KINDERGARTEN,114.165,22.3132
821,TEIKYO HONG KONG KINDERGARTEN,114.1881,22.2666
822,TELFORD GARDENS ENGLISH KINDERGARTEN,114.2135,22.3244
823,TELFORD GARDENS KINDERGARTEN,114.2135,22.3244
824,THE HARBOUR SCHOOL,114.172,22.2808
825,THE HONG KONG CHINESE WOMEN'S CLUB KG,114.2296,22.4222
826,THE INDEPENDENT SCH FDN PRE-SCHOOLS,114.1298,22.2646
827,THE PEAK PRE-SCHOOL,114.15,22.2704
828,THE SAL ARMY CENTALINE CHARITY FUND KG,114.2374,22.2619
829,THE SALVATION ARMY SHUI CHUEN O KG,113.9787,22.3813
830,THE WOODLAND BEACHSIDE PRE-SCHOOL,114.1984,22.2379
831,THE WOODLAND HARBOURSIDE PRE-SCHOOL,114.1954,22.2915
832,THE WOODLAND KENNEDY TOWN PRE-SCHOOL,114.1261,22.2834
833,THE WOODLAND MONTESSORI PRE-SCHOOL (CR),114.1505,22.2817
834,THE WOODLAND PRE-SCHOOL (POKFULAM),114.1312,22.2719
835,THE WOODLAND SAI KUNG PRE-SCHOOL,114.3026,22.3877
836,THINK INTERNATIONAL KG (KOWLOON TONG),114.1771,22.3271
837,THINK INTERNATIONAL KG (MA ON SHAN),114.1771,22.3271
838,THINK INTERNATIONAL KG (MEI FOO),114.1771,22.3271
839,THINK INTERNATIONAL KINDERGARTEN,114.1771,22.3271
840,THINK INTERNATIONAL SCHOOL,114.1771,22.3271
841,TIN KING EST BAPT LUI KWOK PAT FONG KG,114.2279,22.3189
842,TIN SHUI WAI ALLIANCE KINDERGARTEN,114.0019,22.4685
843,TIN WAN METHODIST KINDERGARTEN,114.2375,22.3073
844,TIVOLI ANGLO-CHINESE KINDERGARTEN,114.2251,22.4036
845,TIVOLI KINDERGARTEN,114.1753,22.3257
846,TIVOLI KINDERGARTEN (BRANCH),114.1753,22.3257
847,TOPKIDS INTERNATIONAL KINDERGARTEN (YL),114.0022,22.4544
848,TP MER ASSN CHEUNG HOK MING KG (TKO),114.0331,22.2077
849,TRUE LIGHT MIDDLE SCHOOL OF HONG KONG,114.1945,22.2757
850,TRUTH BAPTIST CHURCH EMPOWER KG,114.1822,22.337
851,TRUTH BAPTIST CHURCH GLORY NURSERY,114.1824,22.3354
852,TRUTH BAPTIST CHURCH GRACE KINDERGARTEN,114.1372,22.3651
853,TRUTH BAPTIST CHURCH HO YUEN WAI KING KG,114.1822,22.337
854,TRUTH BAPTIST CHURCH KINDERGARTEN,114.1372,22.3651
855,TRUTH BAPTIST CHURCH PICTORIAL KG,114.1822,22.337
856,TSEUNG KWAN O METHODIST KINDERGARTEN,114.2625,22.3055
857,TSIM SHA TSUI FUNFUL INTERNATIONAL KG,114.1078,22.3747
858,TSING YI TRADE ASSN TIN SHUI WAI KG,114.0011,22.4681
859,TSING YI TRADE ASSN TSEUNG KWAN O KG,114.1026,22.3542
860,TSING YI TRADE ASSOCIATION KINDERGARTEN,114.1038,22.3496
861,TSING YI TRADE ASSOCIATION SHEK YAM KG,114.1026,22.3542
862,TSUEN WAN BAPTIST CHURCH KINDERGARTEN,114.12,22.3703
863,TSUEN WAN BAPTIST CHURCH SHEK LEI KG,114.12,22.3703
864,TSUEN WAN OUR LADY KINDERGARTEN,114.1954,22.3444
865,TSUEN WAN ST DOMINIC SAVIO KINDERGARTEN,114.2396,22.2756
866,TSUEN WAN TRADE ASSN CHU CHEONG KG,114.1199,22.3713
867,TSUEN WAN TRADE ASSN YAU KIN FUNG KG,114.1026,22.3542
868,TSUEN WAN TRADE ASSOCIATION CHUNG LOI KG,114.1026,22.3542
869,TSUI LAM ESTATE BAPTIST KINDERGARTEN,114.2495,22.3222
870,TSUNG TSIN MISS GRACEFUL KG (MA ON SHAN),114.2226,22.406
871,TSUNG TSIN MISSION GRACEFUL KINDERGARTEN,114.1678,22.3288
872,TSUNG TSIN MISSION OF HK ON HONG N SCH,114.1678,22.3288
873,TSUNG TSIN MISSION OF HK ON KEI NUR SCH,114.1678,22.3288
874,TSUNG TSIN MISSION OF HK ON KEUNG N SCH,114.1678,22.3288
875,TSUNG TSIN MISSION OF HK ON YAN NUR SCH,114.1678,22.3288
876,TSUNG TSIN MISSION OF HK ON YEE N SCH,114.1678,22.3288
877,TSUNG TSIN MISSION PAK TIN GRACEFUL KG,114.1678,22.3288
878,TSUNG TSIN PRIMARY SCHOOL AND KG,114.1681,22.3287
879,TSZ CHING ESTATE BODHI SIKSA KG,114.2019,22.35
880,TTMHK ON CHUNG KG,114.1982,22.2892
881,TUNG CHUNG BAPTIST KINDERGARTEN,114.1822,22.337
882,TUNG CHUNG CATHOLIC KINDERGATEN,113.936,22.283
883,TUTOR TIME BRAEMAR HILL INTERNATIONAL KG,114.1786,22.3383
884,TUTOR TIME INTERNATIONAL KG (KLN TONG),114.1786,22.3383
885,TUTOR TIME INTERNATIONAL KG (MID LEVELS),114.1786,22.3383
886,TUTOR TIME INTERNATIONAL KG (YOHO),114.1786,22.3383
887,TWGH CHAN KING HAR KINDERGARTEN,114.0247,22.4468
888,TWGH FONG SHU FOOK TONG KINDERGARTEN,114.1412,22.4827
889,TWGH HUNG WONG KAR GEE KINDERGARTEN,114.1692,22.2503
890,TWGH KO TECK KIN MEMORIAL KINDERGARTEN,114.1298,22.3533
891,TWGH LAI TANG YUEN-KAW KINDERGARTEN,113.9771,22.3883
892,TWGH LEE WONG HING CHEUNG MEMORIAL KG,114.1758,22.2505
893,TWGH LIU YAN TAK MEMORIAL KINDERGARTEN,114.2555,22.3241
894,TWGH LUI FUNG FAUNG MEMORIAL KG,114.2555,22.3241
895,TWGH TSUI TSIN TONG KINDERGARTEN,114.1341,22.2521
896,TWGH WONG CHU WAI FUN KINDERGARTEN,114.1795,22.3752
897,TWGH WONG SEE SUM KINDERGARTEN,114.1018,22.3616
898,TWGH WONG WU LAI MING KINDERGARTEN,114.14,22.4851
899,TWGHS FONG TAM YUEN LEUNG NURSERY SCH,113.9623,22.4069
900,TWGHS HUNG WONG KAR GEE NURSERY SCHOOL,114.2396,22.2756
901,TWGHS NG SHEUNG LAN MEMORIAL NUR SCH,114.2597,22.3192
902,TWGHS SHIU WONG LEE MOON FOOK N SCH,114.2476,22.2642
903,TWGHS ZONTA CLUB OF KOWLOON NURSERY SCH,114.1752,22.3129
904,TWGHS CHAN HAN NURSERY SCHOOL,114.0302,22.2054
905,TWGHS CHIAP HUA CHENG'S NURSERY SCHOOL,114.1982,22.2892
906,TWGHS FONG LAI MING NURSERY SCHOOL,114.1982,22.2892
907,TWGHS FONG SHIU YEE NURSERY SCH,114.1716,22.3354
908,TWGHS FONG SHU CHUEN NURSERY SCHOOL,114.2291,22.2783
909,TWGHS KWAN FONG NURSERY SCHOOL,114.1716,22.3354
910,TWGHS LIONS CLUB OF METROPOLITAN H K KG,114.1945,22.4695
911,TWGHS LIONS CLUB SOUTH KLN NURSERY SCH,114.0013,22.4471
912,TWGHS LIONS CLUB THE PEAK HK NUR SCH,114.1254,22.2717
913,TWGHS LO WONG PIK SHAN NURSERY SCH,114.2291,22.4226
914,TWGHS LUCINA LAAM HO KINDERGARTEN,114.1481,22.2628
915,TWGHS NICKON KG,114.1982,22.2892
916,TWGHS TIN KA PING NURSERY SCH,114.1312,22.4938
917,TWGHS TIN WAN (1996 - 1997 DIRECTORS) KG,113.9951,22.46
918,UNITED CHRISTIAN MED SERVICE NURSERY SCH,114.1982,22.2892
919,VICTORIA (BELCHER) KINDERGARTEN,114.1262,22.2704
920,VICTORIA (HARBOUR GREEN) KINDERGARTEN,114.1594,22.3228
921,VICTORIA (KORNHILL) NURSERY,114.2166,22.2836
922,VICTORIA (SOUTH HORIZONS) INTL KG,114.149,22.2423
923,VICTORIA HOMANTIN INTERNATIONAL NURSERY,114.1749,22.316
924,VICTORIA KINDERGARTEN,114.1262,22.2704
925,VICTORIA NURSERY,114.2166,22.2836
926,VNSAA ST. HILARY'S SCHOOL,114.1395,22.2844
927,W.F.B. AVALOKITESVARA NURSERY SCH,114.1982,22.2892
928,W.F.B. MANJUSRI NURSERY SCH,114.1982,22.2892
929,W.F.B. MANTRA INSTITUTE NURSERY SCH,114.1935,22.2772
930,WAI PENG KINDERGARTEN SCHOOL,114.0019,22.4685
931,WAYFOONG NURSERY SCHOOL,114.1982,22.2892
932,WELLBORN ANGLO-CHINESE KINDERGARTEN,114.2251,22.4036
933,WELLBORN INTERNATIONAL PRE-SCHOOL,114.2251,22.4036
934,WELLCOME INTERNATIONAL KINDERGARTEN,114.1769,22.3315
935,WESTERN PACIFIC KINDERGARTEN,114.1356,22.2865
936,WILDERNESS INTERNATIONAL KINDERGARTEN,114.1769,22.3315
937,WILLIAM (SMART) KINDERGARTEN,114.1565,22.2755
938,WILLIAM (SMART) KINDERGARTEN (WHAMPOA),114.1565,22.2755
939,WISDOM KINDERGARTEN,114.1394,22.2804
940,WISE LE SAGE ANGLO-CHINESE KINDERGARTEN,113.9665,22.3841
941,WISELY KINDERGARTEN,114.2695,22.3818
942,WISELY NURSERY,114.1982,22.2892
943,WITTY KINDERGARTEN,114.1709,22.3162
944,WOMEN'S WELFARE CLUB W-DIST HK KG,114.1497,22.2835
945,WOODLAND MONTESSORI PRE-SCH(REPULSE BAY),114.0123,22.2953
946,WOODLAND PRE-SCHOOL (HAPPY VALLEY),114.1861,22.2695
947,WWC (EASTERN DIST) NURSERY HK,114.03,22.2096
948,WWC(ED)HK LAI KWAI TIM DAY NURSERY,114.25,22.263
949,WWCWDHK AP LEI CHAU KG,114.2691,22.5513
950,WWCWDHK DAVID WOO MEM KG,114.1905,22.2754
951,YAN CHAI HOSPITAL CHOI PAT TAI KG,114.1664,22.4414
952,YAN CHAI HOSPITAL FONG KONG FAI KG,113.9665,22.3749
953,YAN CHAI HOSPITAL JU CHING CHU KG,113.9665,22.3749
954,YAN CHAI HOSPITAL KWOK CHI LEUNG KG,114.1319,22.3453
955,YAN CHAI HOSPITAL MING TAK KINDERGARTEN,114.1197,22.3704
956,YAN CHAI HOSPITAL NINA LAM KINDERGARTEN,113.9665,22.3749
957,YAN CHAI HOSPITAL SHAN KING KINDERGARTEN,113.9665,22.3749
958,YAN CHAI HOSPITAL TUNG PAK YING KG,114.2345,22.4238
959,YAN CHAI HOSPITAL WING LUNG KINDERGARTEN,114.1321,22.3456
960,YAN CHAI HOSPITAL YAU OI KINDERGARTEN,113.9665,22.3749
961,YAN CHAI HOSPITAL YIM TSUI YUK SHAN KG,114.2547,22.3248
962,YAN OI TONG ALLAN YAP KINDERGARTEN,113.9669,22.402
963,YAN OI TONG CHAN CHENG YUK YEE KG,113.9669,22.402
964,YAN OI TONG DAN YANG WING MAN KG,113.9669,22.402
965,YAN OI TONG LAU WONG FAT KINDERGARTEN,113.9773,22.3896
966,YAN OI TONG MRS AUGUSTA CHEUNG KG,114.261,22.31
967,YAN OI TONG NG WONG FUNG YING KG,113.9669,22.402
968,YAN OI TONG NGAN PO LING KINDERGARTEN,114.0111,22.432
969,YAN OI TONG PANG HUNG CHEUNG KG,114.261,22.31
970,YAN OI TONG PONG LO SHUK YIN KG,113.9669,22.402
971,YAN OI TONG TIN KA PING KG,113.9647,22.396
972,YAU YAT CHUEN SCHOOL,114.1724,22.3277
973,YAUMATEI YANG MEMORIAL METHODIST PRE-SCH,114.1634,22.3131
974,YCH ZONTA CLUB OF KOWLOON KINDERGARTEN,114.1769,22.3311
975,YEW CHUNG CHILDREN'S HSE (SOMERSET ROAD),114.1783,22.338
976,YEW CHUNG INTERNATIONAL SCHOOL,114.1759,22.3384
977,YEW CHUNG INT'L CHILDREN HSE (WATERLOO),114.1759,22.3384
978,YEW CHUNG INT'L CHILDREN'S HSE (KENT RD),114.1759,22.3384
979,YIU TUNG BAPTIST KINDERGARTEN,114.1822,22.337
980,YIU WING ANGLO-CHINESE KINDERGARTEN,114.2382,22.425
981,YL CHURCH (CCC) CHAN KWONG NO. 2 KG,114.0247,22.4468
982,YL CHURCH CCC CHOW SUNG CHU OI NUR SCH,114.0245,22.4467
983,YL P M S A A LAU LEUNG SHEUNG MEM K/G,114.123,22.3633
984,YL TK DIST ASSN MRS WONG SIU KEUNG KG,114.1032,22.3485
985,YL TUNG KOON DIST ASSN HUNG TING KA KG,114.1319,22.3592
986,YLC(CCC) LONG PING ESTATE CHAN KWONG KG,114.0234,22.4497
987,YMCA OF HK CHRISTIAN INTERNATIONAL KG,113.9315,22.2754
988,YMCA OF HK CHRISTIAN INT'L KG (WEST KLN),113.9315,22.2754
989,YMCA OF HK CHRISTIAN KG (KAI CHING),113.9315,22.2754
990,YMCA OF HK CHRISTIAN NUR SCH (FARM ROAD),114.1853,22.3207
991,YORK ENGLISH & CHINESE KINDERGARTEN,114.1775,22.3341
992,YORK ENGLISH PRI SCH & KG (KOWLOON TONG),114.1775,22.3341
993,YORK INTERNATIONAL KINDERGARTEN,114.1769,22.3315
994,YORK INTERNATIONAL PRE-SCHOOL,114.1769,22.3315
995,YORK INTERNATIONAL PRE-SCHOOL (HK),114.1769,22.3315
996,YORK MONTESSORI INT'L PRE-SCH (MEI FOO),114.1408,22.3358
997,YORK MONTESSORI INTL PRE-SCHOOL (YL),114.1769,22.3315
998,YUE TIN COURT YIU WING ANGLO-CHINESE KG,114.1736,22.3607
999,YUEN KONG KINDERGARTEN,114.0777,22.4253
1000,YUEN LONG CHURCH (CCC) CHAN KWONG KG,114.0247,22.4468
1001,YUEN LONG LUTHERAN LIFE KINDERGARTEN,114.0777,22.4253
1002,YUEN LONG MERCHANTS ASSOCIATION KG,114.0239,22.4442
1003,YUEN LONG RHENISH NURSERY,114.1927,22.28
1004,YUEN LONG SAM YUK KINDERGARTEN,114.0777,22.4253
1005,YUEN YUEN KINDERGARTEN (PING TIN ESTATE),114.2362,22.3072
1006,YUEN YUEN KINDERGARTEN (TIN YAT ESTATE),114.0001,22.4662
1007,ZEBEDEE INTERNATIONAL PRESCHOOL,114.158,22.2846
1008,ZENITH KINDERGARTEN,114.1847,22.268
1009,ZENITH KINDERGARTEN (KOWLOON TONG),114.1786,22.3383
1010,ZENITH KINDERGARTEN (SHATIN),114.1847,22.268
1011,ZENITH KINDERGARTEN (SHERWOOD),114.1847,22.268
1012,ZENITH KINDERGARTEN (TSEUNG KWAN O),114.1847,22.268
1013,ZENITH KINDERGARTEN (TUEN MUN),113.9991,22.4583
1014,ZENITH KINDERGARTEN (YUEN LONG),113.9991,22.4583
1015,ZION LUTHERAN KINDERGARTEN,114.1971,22.341
